kind,pattern,phase,domain,model,lift,occurrences,doc_prevalence,cell_pass,bootstrap_ci_lo,bootstrap_ci_hi,replicated_pattern
within_sentence,of <X> and <X> .,discovery,abstracts,mistral-chat,6.3466,22,0.2857,True,2.4942,57.8564,True
within_sentence,of <X> and <X> .,discovery,abstracts,mpt-chat,4.0865,9,0.1286,False,1.3239,39.9531,True
within_sentence,of <X> and <X> .,discovery,books,chatgpt,9.4506,18,0.2143,True,4.8658,26.8171,True
within_sentence,of <X> and <X> .,discovery,books,mistral-chat,6.2034,13,0.1571,True,2.6885,20.4028,True
within_sentence,of <X> and <X> .,discovery,books,mpt-chat,7.4681,8,0.1143,False,2.6796,29.014,True
within_sentence,of <X> and <X> .,discovery,news,chatgpt,2.7353,18,0.2,True,1.0199,12.3259,True
within_sentence,of <X> and <X> .,discovery,news,mistral-chat,2.9799,13,0.1571,True,1.0116,13.8288,True
within_sentence,of <X> and <X> .,discovery,news,mpt-chat,4.0094,13,0.1429,True,1.3187,18.5433,True
within_sentence,of <X> and <X> .,discovery,recipes,chatgpt,1.4964,3,0.0429,False,0.2089,7.8898,True
within_sentence,of <X> and <X> .,discovery,recipes,mistral-chat,0.2801,0,0.0,False,0.1108,0.9345,True
within_sentence,of <X> and <X> .,discovery,recipes,mpt-chat,0.821,1,0.0143,False,0.1216,5.5776,True
within_sentence,of <X> and <X> .,discovery,wiki,chatgpt,4.9096,47,0.4857,True,2.5514,16.1233,True
within_sentence,of <X> and <X> .,discovery,wiki,mistral-chat,3.2609,21,0.1714,True,1.0959,14.2208,True
within_sentence,of <X> and <X> .,discovery,wiki,mpt-chat,4.7009,27,0.3,True,2.0899,15.7056,True
within_sentence,of <X> and <X> .,validation,abstracts,gpt4,2.0188,7,0.1,False,0.6459,7.0531,True
within_sentence,of <X> and <X> .,validation,abstracts,llama-chat,4.9866,38,0.3857,True,2.4322,16.7937,True
within_sentence,of <X> and <X> .,validation,abstracts,cohere-chat,3.0797,15,0.1857,True,1.248,10.1691,True
within_sentence,of <X> and <X> .,validation,books,gpt4,3.7056,29,0.3714,True,2.1927,7.3423,True
within_sentence,of <X> and <X> .,validation,books,llama-chat,2.2663,20,0.2571,True,1.2283,4.2753,True
within_sentence,of <X> and <X> .,validation,books,cohere-chat,1.1749,8,0.1143,False,0.5016,2.2892,True
within_sentence,of <X> and <X> .,validation,news,gpt4,4.3959,22,0.2571,True,1.7904,17.5881,True
within_sentence,of <X> and <X> .,validation,news,llama-chat,3.6482,15,0.1714,True,1.4604,13.1525,True
within_sentence,of <X> and <X> .,validation,news,cohere-chat,3.3961,10,0.1429,True,1.1734,13.8344,True
within_sentence,of <X> and <X> .,validation,recipes,gpt4,0.0534,0,0.0,False,0.0257,0.2044,True
within_sentence,of <X> and <X> .,validation,recipes,llama-chat,0.1922,1,0.0143,False,0.0368,0.9276,True
within_sentence,of <X> and <X> .,validation,recipes,cohere-chat,0.0832,0,0.0,False,0.0407,0.3198,True
within_sentence,of <X> and <X> .,validation,wiki,gpt4,2.189,45,0.4571,True,1.2669,4.9196,True
within_sentence,of <X> and <X> .,validation,wiki,llama-chat,2.2049,36,0.3857,True,1.2562,4.7584,True
within_sentence,of <X> and <X> .,validation,wiki,cohere-chat,1.7653,21,0.2429,True,0.8688,4.1748,True
within_sentence,the <X> and,discovery,abstracts,chatgpt,2.3354,70,0.6143,True,,,False
within_sentence,the <X> and,discovery,abstracts,mistral-chat,1.9588,62,0.5857,True,,,False
within_sentence,the <X> and,discovery,abstracts,mpt-chat,1.9835,41,0.4286,True,,,False
within_sentence,the <X> and,discovery,books,chatgpt,1.2959,99,0.7286,False,,,False
within_sentence,the <X> and,discovery,books,mistral-chat,1.6929,144,0.7857,True,,,False
within_sentence,the <X> and,discovery,books,mpt-chat,1.8032,80,0.5429,True,,,False
within_sentence,the <X> and,discovery,news,chatgpt,2.2753,138,0.8143,True,,,False
within_sentence,the <X> and,discovery,news,mistral-chat,2.195,89,0.6571,True,,,False
within_sentence,the <X> and,discovery,news,mpt-chat,2.1944,66,0.5714,True,,,False
within_sentence,the <X> and,discovery,recipes,chatgpt,0.846,264,1.0,False,,,False
within_sentence,the <X> and,discovery,recipes,mistral-chat,0.8277,197,0.8429,False,,,False
within_sentence,the <X> and,discovery,recipes,mpt-chat,0.7473,182,0.8571,False,,,False
within_sentence,the <X> and,discovery,wiki,chatgpt,1.2506,181,0.9429,False,,,False
within_sentence,the <X> and,discovery,wiki,mistral-chat,1.0971,108,0.7857,False,,,False
within_sentence,the <X> and,discovery,wiki,mpt-chat,1.3048,114,0.7571,False,,,False
within_sentence,the <X> and,validation,abstracts,gpt4,1.2668,41,0.4429,False,,,False
within_sentence,the <X> and,validation,abstracts,llama-chat,1.5202,103,0.6429,True,,,False
within_sentence,the <X> and,validation,abstracts,cohere-chat,1.2956,57,0.4286,False,,,False
within_sentence,the <X> and,validation,books,gpt4,1.2408,103,0.7857,False,,,False
within_sentence,the <X> and,validation,books,llama-chat,1.8094,171,0.8286,True,,,False
within_sentence,the <X> and,validation,books,cohere-chat,1.3653,103,0.6571,False,,,False
within_sentence,the <X> and,validation,news,gpt4,0.9858,92,0.6714,False,,,False
within_sentence,the <X> and,validation,news,llama-chat,1.2517,97,0.7286,False,,,False
within_sentence,the <X> and,validation,news,cohere-chat,0.9791,55,0.4429,False,,,False
within_sentence,the <X> and,validation,recipes,gpt4,1.0433,251,0.9286,False,,,False
within_sentence,the <X> and,validation,recipes,llama-chat,1.1627,233,0.9429,False,,,False
within_sentence,the <X> and,validation,recipes,cohere-chat,1.0836,167,0.7143,False,,,False
within_sentence,the <X> and,validation,wiki,gpt4,1.238,139,0.8429,False,,,False
within_sentence,the <X> and,validation,wiki,llama-chat,1.2425,111,0.7143,False,,,False
within_sentence,the <X> and,validation,wiki,cohere-chat,1.295,85,0.7571,False,,,False
within_sentence,the <X> and <X>,discovery,abstracts,chatgpt,2.5655,54,0.5286,True,,,False
within_sentence,the <X> and <X>,discovery,abstracts,mistral-chat,2.3828,53,0.5286,True,,,False
within_sentence,the <X> and <X>,discovery,abstracts,mpt-chat,2.2753,33,0.3571,True,,,False
within_sentence,the <X> and <X>,discovery,books,chatgpt,1.3123,74,0.6429,False,,,False
within_sentence,the <X> and <X>,discovery,books,mistral-chat,1.6717,105,0.7429,True,,,False
within_sentence,the <X> and <X>,discovery,books,mpt-chat,1.5603,51,0.4571,True,,,False
within_sentence,the <X> and <X>,discovery,news,chatgpt,2.8083,97,0.6857,True,,,False
within_sentence,the <X> and <X>,discovery,news,mistral-chat,2.5155,58,0.4857,True,,,False
within_sentence,the <X> and <X>,discovery,news,mpt-chat,1.996,34,0.3429,True,,,False
within_sentence,the <X> and <X>,discovery,recipes,chatgpt,0.9104,260,1.0,False,,,False
within_sentence,the <X> and <X>,discovery,recipes,mistral-chat,0.8631,188,0.8286,False,,,False
within_sentence,the <X> and <X>,discovery,recipes,mpt-chat,0.8076,180,0.8571,False,,,False
within_sentence,the <X> and <X>,discovery,wiki,chatgpt,1.3953,148,0.8857,False,,,False
within_sentence,the <X> and <X>,discovery,wiki,mistral-chat,0.9445,68,0.5714,False,,,False
within_sentence,the <X> and <X>,discovery,wiki,mpt-chat,1.0956,70,0.5571,False,,,False
within_sentence,the <X> and <X>,validation,abstracts,gpt4,1.7082,37,0.4,True,,,False
within_sentence,the <X> and <X>,validation,abstracts,llama-chat,1.7426,79,0.5429,True,,,False
within_sentence,the <X> and <X>,validation,abstracts,cohere-chat,1.2609,37,0.3571,False,,,False
within_sentence,the <X> and <X>,validation,books,gpt4,1.0059,66,0.6143,False,,,False
within_sentence,the <X> and <X>,validation,books,llama-chat,1.4843,111,0.7429,False,,,False
within_sentence,the <X> and <X>,validation,books,cohere-chat,1.3566,81,0.5714,False,,,False
within_sentence,the <X> and <X>,validation,news,gpt4,0.8135,49,0.4714,False,,,False
within_sentence,the <X> and <X>,validation,news,llama-chat,1.1383,57,0.5714,False,,,False
within_sentence,the <X> and <X>,validation,news,cohere-chat,0.8298,30,0.3286,False,,,False
within_sentence,the <X> and <X>,validation,recipes,gpt4,1.1348,246,0.9286,False,,,False
within_sentence,the <X> and <X>,validation,recipes,llama-chat,1.2627,228,0.9429,False,,,False
within_sentence,the <X> and <X>,validation,recipes,cohere-chat,1.1667,162,0.7143,False,,,False
within_sentence,the <X> and <X>,validation,wiki,gpt4,1.2812,85,0.6286,False,,,False
within_sentence,the <X> and <X>,validation,wiki,llama-chat,1.4959,79,0.6,False,,,False
within_sentence,the <X> and <X>,validation,wiki,cohere-chat,1.3427,52,0.5,False,,,False
within_sentence,the <X> and <X> of,discovery,abstracts,chatgpt,4.5614,25,0.3143,True,2.2804,11.7809,True
within_sentence,the <X> and <X> of,discovery,abstracts,mistral-chat,3.9772,23,0.2714,True,1.7731,10.811,True
within_sentence,the <X> and <X> of,discovery,abstracts,mpt-chat,4.2586,16,0.2286,True,1.9561,11.4006,True
within_sentence,the <X> and <X> of,discovery,books,chatgpt,3.1745,14,0.1714,True,1.2191,9.4511,True
within_sentence,the <X> and <X> of,discovery,books,mistral-chat,2.6586,13,0.1857,True,1.2346,7.1198,True
within_sentence,the <X> and <X> of,discovery,books,mpt-chat,2.8241,7,0.0857,False,0.7981,8.2408,True
within_sentence,the <X> and <X> of,discovery,news,chatgpt,4.5588,18,0.2,True,1.6735,35.7617,True
within_sentence,the <X> and <X> of,discovery,news,mistral-chat,1.6555,4,0.0429,False,0.2269,13.9101,True
within_sentence,the <X> and <X> of,discovery,news,mpt-chat,1.7324,3,0.0429,False,0.251,14.1184,True
within_sentence,the <X> and <X> of,discovery,recipes,chatgpt,0.2138,1,0.0143,False,0.0422,1.0398,True
within_sentence,the <X> and <X> of,discovery,recipes,mistral-chat,0.4668,2,0.0286,False,0.0828,1.6915,True
within_sentence,the <X> and <X> of,discovery,recipes,mpt-chat,0.821,4,0.0571,False,0.2646,2.4438,True
within_sentence,the <X> and <X> of,discovery,wiki,chatgpt,2.6193,53,0.4143,True,1.3399,6.5593,True
within_sentence,the <X> and <X> of,discovery,wiki,mistral-chat,1.3291,18,0.2143,False,0.6133,3.3401,True
within_sentence,the <X> and <X> of,discovery,wiki,mpt-chat,2.3077,28,0.3143,True,1.1393,5.4246,True
within_sentence,the <X> and <X> of,validation,abstracts,gpt4,3.8492,32,0.3857,True,2.2981,7.5279,True
within_sentence,the <X> and <X> of,validation,abstracts,llama-chat,2.9919,52,0.4429,True,1.7446,5.8347,True
within_sentence,the <X> and <X> of,validation,abstracts,cohere-chat,2.2293,25,0.2714,True,1.1835,4.4499,True
within_sentence,the <X> and <X> of,validation,books,gpt4,1.8174,19,0.2286,True,0.8298,4.2186,True
within_sentence,the <X> and <X> of,validation,books,llama-chat,2.4196,29,0.2429,True,1.3179,4.7583,True
within_sentence,the <X> and <X> of,validation,books,cohere-chat,0.8717,8,0.0857,False,0.2323,2.4697,True
within_sentence,the <X> and <X> of,validation,news,gpt4,0.5275,4,0.0571,False,0.1238,1.9451,True
within_sentence,the <X> and <X> of,validation,news,llama-chat,1.3416,9,0.1143,False,0.4521,4.6691,True
within_sentence,the <X> and <X> of,validation,news,cohere-chat,1.2614,6,0.0857,False,0.377,4.8189,True
within_sentence,the <X> and <X> of,validation,recipes,gpt4,0.587,2,0.0286,False,0.0813,4.478,True
within_sentence,the <X> and <X> of,validation,recipes,llama-chat,0.4228,1,0.0143,False,0.0729,3.5479,True
within_sentence,the <X> and <X> of,validation,recipes,cohere-chat,1.6478,4,0.0571,False,0.3123,12.0174,True
within_sentence,the <X> and <X> of,validation,wiki,gpt4,2.119,25,0.2714,True,0.9291,7.5044,True
within_sentence,the <X> and <X> of,validation,wiki,llama-chat,2.0347,19,0.2286,True,0.8779,6.6901,True
within_sentence,the <X> and <X> of,validation,wiki,cohere-chat,1.9146,13,0.1571,True,0.7256,6.3748,True
within_sentence,the <X> of <X>,discovery,abstracts,chatgpt,1.9222,122,0.7429,True,,,False
within_sentence,the <X> of <X>,discovery,abstracts,mistral-chat,2.0116,135,0.6571,True,,,False
within_sentence,the <X> of <X>,discovery,abstracts,mpt-chat,2.23,98,0.5429,True,,,False
within_sentence,the <X> of <X>,discovery,books,chatgpt,2.5316,217,0.8286,True,,,False
within_sentence,the <X> of <X>,discovery,books,mistral-chat,1.5129,144,0.7857,True,,,False
within_sentence,the <X> of <X>,discovery,books,mpt-chat,2.5124,125,0.7714,True,,,False
within_sentence,the <X> of <X>,discovery,news,chatgpt,1.8173,215,0.8714,True,,,False
within_sentence,the <X> of <X>,discovery,news,mistral-chat,1.5422,122,0.6286,True,,,False
within_sentence,the <X> of <X>,discovery,news,mpt-chat,1.6685,98,0.6,True,,,False
within_sentence,the <X> of <X>,discovery,recipes,chatgpt,0.6413,28,0.2429,False,,,False
within_sentence,the <X> of <X>,discovery,recipes,mistral-chat,0.6339,21,0.2143,False,,,False
within_sentence,the <X> of <X>,discovery,recipes,mpt-chat,0.533,18,0.1857,False,,,False
within_sentence,the <X> of <X>,discovery,wiki,chatgpt,0.9778,339,0.9286,False,,,False
within_sentence,the <X> of <X>,discovery,wiki,mistral-chat,1.1432,270,0.8429,False,,,False
within_sentence,the <X> of <X>,discovery,wiki,mpt-chat,1.1074,232,0.8714,False,,,False
within_sentence,the <X> of <X>,validation,abstracts,gpt4,1.8346,129,0.8429,True,,,False
within_sentence,the <X> of <X>,validation,abstracts,llama-chat,2.0144,295,0.8714,True,,,False
within_sentence,the <X> of <X>,validation,abstracts,cohere-chat,1.396,133,0.7143,False,,,False
within_sentence,the <X> of <X>,validation,books,gpt4,1.8812,202,0.8714,True,,,False
within_sentence,the <X> of <X>,validation,books,llama-chat,1.6474,201,0.8,True,,,False
within_sentence,the <X> of <X>,validation,books,cohere-chat,0.9047,88,0.5143,False,,,False
within_sentence,the <X> of <X>,validation,news,gpt4,1.3595,175,0.7714,False,,,False
within_sentence,the <X> of <X>,validation,news,llama-chat,1.5724,168,0.7286,True,,,False
within_sentence,the <X> of <X>,validation,news,cohere-chat,1.4042,109,0.6857,False,,,False
within_sentence,the <X> of <X>,validation,recipes,gpt4,0.2373,9,0.1286,False,,,False
within_sentence,the <X> of <X>,validation,recipes,llama-chat,0.4347,14,0.1571,False,,,False
within_sentence,the <X> of <X>,validation,recipes,cohere-chat,0.2143,5,0.0571,False,,,False
within_sentence,the <X> of <X>,validation,wiki,gpt4,1.1518,404,0.9714,False,,,False
within_sentence,the <X> of <X>,validation,wiki,llama-chat,1.2211,341,0.8714,False,,,False
within_sentence,the <X> of <X>,validation,wiki,cohere-chat,1.4167,291,0.8714,False,,,False
within_sentence,the <X> of <X> and,discovery,abstracts,chatgpt,8.6593,35,0.4,True,4.1092,32.1773,True
within_sentence,the <X> of <X> and,discovery,abstracts,mistral-chat,8.8852,38,0.3571,True,3.9515,32.3014,True
within_sentence,the <X> of <X> and,discovery,abstracts,mpt-chat,8.2708,23,0.2857,True,3.8179,28.9965,True
within_sentence,the <X> of <X> and,discovery,books,chatgpt,3.8313,32,0.3429,True,2.1229,7.37,True
within_sentence,the <X> of <X> and,discovery,books,mistral-chat,2.0678,19,0.2286,True,1.1011,3.7808,True
within_sentence,the <X> of <X> and,discovery,books,mpt-chat,4.562,22,0.2429,True,2.3936,8.5062,True
within_sentence,the <X> of <X> and,discovery,news,chatgpt,5.0624,52,0.4571,True,3.0448,11.0093,True
within_sentence,the <X> of <X> and,discovery,news,mistral-chat,2.9511,20,0.2143,True,1.3532,7.4014,True
within_sentence,the <X> of <X> and,discovery,news,mpt-chat,3.0022,15,0.1714,True,1.4105,6.7339,True
within_sentence,the <X> of <X> and,discovery,recipes,chatgpt,1.0078,5,0.0714,False,0.2527,6.8514,True
within_sentence,the <X> of <X> and,discovery,recipes,mistral-chat,0.3601,1,0.0143,False,0.088,0.8596,True
within_sentence,the <X> of <X> and,discovery,recipes,mpt-chat,0.1173,0,0.0,False,0.0551,0.8064,True
within_sentence,the <X> of <X> and,discovery,wiki,chatgpt,2.7046,78,0.6,True,1.5339,6.6482,True
within_sentence,the <X> of <X> and,discovery,wiki,mistral-chat,2.5026,49,0.4714,True,1.3065,6.632,True
within_sentence,the <X> of <X> and,discovery,wiki,mpt-chat,3.6182,63,0.5,True,1.9209,8.2095,True
within_sentence,the <X> of <X> and,validation,abstracts,gpt4,3.5954,25,0.2571,True,1.5085,11.3571,True
within_sentence,the <X> of <X> and,validation,abstracts,llama-chat,4.376,64,0.5143,True,2.1624,13.431,True
within_sentence,the <X> of <X> and,validation,abstracts,cohere-chat,2.758,26,0.2429,True,1.1431,8.8124,True
within_sentence,the <X> of <X> and,validation,books,gpt4,1.5425,31,0.3429,True,0.89,2.6682,True
within_sentence,the <X> of <X> and,validation,books,llama-chat,1.8316,42,0.4571,True,1.1252,3.1278,True
within_sentence,the <X> of <X> and,validation,books,cohere-chat,1.0507,19,0.2,False,0.4978,1.9569,True
within_sentence,the <X> of <X> and,validation,news,gpt4,2.8227,30,0.3286,True,1.5009,5.9674,True
within_sentence,the <X> of <X> and,validation,news,llama-chat,2.397,21,0.2429,True,1.2153,5.3419,True
within_sentence,the <X> of <X> and,validation,news,cohere-chat,2.3747,15,0.2,True,1.1523,5.4755,True
within_sentence,the <X> of <X> and,validation,recipes,gpt4,0.1957,0,0.0,False,0.0778,0.6376,True
within_sentence,the <X> of <X> and,validation,recipes,llama-chat,1.1743,2,0.0286,False,0.1411,6.9017,True
within_sentence,the <X> of <X> and,validation,recipes,cohere-chat,0.3051,0,0.0,False,0.1175,1.0038,True
within_sentence,the <X> of <X> and,validation,wiki,gpt4,1.5495,69,0.4714,True,0.9266,2.7875,True
within_sentence,the <X> of <X> and,validation,wiki,llama-chat,1.7497,62,0.5571,True,1.0696,3.0811,True
within_sentence,the <X> of <X> and,validation,wiki,cohere-chat,1.9596,51,0.3571,True,1.0883,3.7523,True
within_sentence,the <X> of <X> and <X>,discovery,abstracts,chatgpt,9.7744,25,0.3,True,4.2587,64.0172,True
within_sentence,the <X> of <X> and <X>,discovery,abstracts,mistral-chat,7.7973,21,0.2857,True,3.1368,54.611,True
within_sentence,the <X> of <X> and <X>,discovery,abstracts,mpt-chat,6.9133,12,0.1714,True,2.8442,46.4964,True
within_sentence,the <X> of <X> and <X>,discovery,books,chatgpt,1.899,9,0.1286,False,0.7772,4.5657,True
within_sentence,the <X> of <X> and <X>,discovery,books,mistral-chat,2.4274,13,0.1571,True,1.2378,5.2551,True
within_sentence,the <X> of <X> and <X>,discovery,books,mpt-chat,3.9537,11,0.1286,True,1.4727,10.8228,True
within_sentence,the <X> of <X> and <X>,discovery,news,chatgpt,3.4323,32,0.3571,True,1.9757,6.6946,True
within_sentence,the <X> of <X> and <X>,discovery,news,mistral-chat,1.1825,7,0.0857,False,0.3688,3.148,True
within_sentence,the <X> of <X> and <X>,discovery,news,mpt-chat,1.591,7,0.0857,False,0.5403,3.9731,True
within_sentence,the <X> of <X> and <X>,discovery,recipes,chatgpt,1.0078,5,0.0714,False,0.2414,6.7115,True
within_sentence,the <X> of <X> and <X>,discovery,recipes,mistral-chat,0.3601,1,0.0143,False,0.0895,0.8478,True
within_sentence,the <X> of <X> and <X>,discovery,recipes,mpt-chat,0.1173,0,0.0,False,0.057,0.8018,True
within_sentence,the <X> of <X> and <X>,discovery,wiki,chatgpt,2.6539,48,0.4857,True,1.3365,8.9578,True
within_sentence,the <X> of <X> and <X>,discovery,wiki,mistral-chat,2.9308,36,0.3714,True,1.2849,10.6263,True
within_sentence,the <X> of <X> and <X>,discovery,wiki,mpt-chat,3.7557,41,0.4429,True,1.8293,12.2152,True
within_sentence,the <X> of <X> and <X>,validation,abstracts,gpt4,2.6996,15,0.1714,True,1.049,8.0989,True
within_sentence,the <X> of <X> and <X>,validation,abstracts,llama-chat,4.2323,50,0.4286,True,2.071,11.7285,True
within_sentence,the <X> of <X> and <X>,validation,abstracts,cohere-chat,2.507,19,0.2,True,0.9766,7.742,True
within_sentence,the <X> of <X> and <X>,validation,books,gpt4,0.9761,12,0.1429,False,0.4496,1.9587,True
within_sentence,the <X> of <X> and <X>,validation,books,llama-chat,2.0273,29,0.3429,True,1.1097,3.672,True
within_sentence,the <X> of <X> and <X>,validation,books,cohere-chat,0.7303,8,0.1,False,0.2409,1.6616,True
within_sentence,the <X> of <X> and <X>,validation,news,gpt4,2.7728,20,0.2429,True,1.2028,8.7111,True
within_sentence,the <X> of <X> and <X>,validation,news,llama-chat,2.8516,17,0.1857,True,1.3175,7.3724,True
within_sentence,the <X> of <X> and <X>,validation,news,cohere-chat,2.3512,10,0.1429,True,0.9464,6.9226,True
within_sentence,the <X> of <X> and <X>,validation,recipes,gpt4,0.1957,0,0.0,False,0.0782,0.6347,True
within_sentence,the <X> of <X> and <X>,validation,recipes,llama-chat,0.7046,1,0.0143,False,0.1327,4.9526,True
within_sentence,the <X> of <X> and <X>,validation,recipes,cohere-chat,0.3051,0,0.0,False,0.1163,1.0095,True
within_sentence,the <X> of <X> and <X>,validation,wiki,gpt4,1.5917,50,0.4143,True,0.9522,3.3367,True
within_sentence,the <X> of <X> and <X>,validation,wiki,llama-chat,1.7612,44,0.4571,True,1.0859,3.4073,True
within_sentence,the <X> of <X> and <X>,validation,wiki,cohere-chat,1.3718,25,0.2429,False,0.6919,3.0169,True
within_sentence,the <X> of the <X> .,discovery,abstracts,chatgpt,1.6878,19,0.2286,True,,,False
within_sentence,the <X> of the <X> .,discovery,abstracts,mistral-chat,1.6788,20,0.2286,True,,,False
within_sentence,the <X> of the <X> .,discovery,abstracts,mpt-chat,1.3113,10,0.1429,False,,,False
within_sentence,the <X> of the <X> .,discovery,books,chatgpt,1.544,22,0.2143,True,,,False
within_sentence,the <X> of the <X> .,discovery,books,mistral-chat,2.1912,35,0.3429,True,,,False
within_sentence,the <X> of the <X> .,discovery,books,mpt-chat,1.3572,11,0.1286,False,,,False
within_sentence,the <X> of the <X> .,discovery,news,chatgpt,3.1962,24,0.2571,True,,,False
within_sentence,the <X> of the <X> .,discovery,news,mistral-chat,3.7979,19,0.2,True,,,False
within_sentence,the <X> of the <X> .,discovery,news,mpt-chat,3.0136,11,0.1571,True,,,False
within_sentence,the <X> of the <X> .,discovery,recipes,chatgpt,0.3987,11,0.1429,False,,,False
within_sentence,the <X> of the <X> .,discovery,recipes,mistral-chat,0.3861,8,0.1143,False,,,False
within_sentence,the <X> of the <X> .,discovery,recipes,mpt-chat,0.3772,8,0.1,False,,,False
within_sentence,the <X> of the <X> .,discovery,wiki,chatgpt,1.1387,35,0.3571,False,,,False
within_sentence,the <X> of the <X> .,discovery,wiki,mistral-chat,1.0591,22,0.2429,False,,,False
within_sentence,the <X> of the <X> .,discovery,wiki,mpt-chat,0.9284,17,0.1857,False,,,False
within_sentence,the <X> of the <X> .,validation,abstracts,gpt4,0.8883,7,0.1,False,,,False
within_sentence,the <X> of the <X> .,validation,abstracts,llama-chat,0.9403,16,0.1571,False,,,False
within_sentence,the <X> of the <X> .,validation,abstracts,cohere-chat,2.0544,23,0.2714,True,,,False
within_sentence,the <X> of the <X> .,validation,books,gpt4,1.3774,20,0.2429,False,,,False
within_sentence,the <X> of the <X> .,validation,books,llama-chat,1.0348,17,0.2143,False,,,False
within_sentence,the <X> of the <X> .,validation,books,cohere-chat,1.072,14,0.1857,False,,,False
within_sentence,the <X> of the <X> .,validation,news,gpt4,1.549,18,0.2429,True,,,False
within_sentence,the <X> of the <X> .,validation,news,llama-chat,1.8661,18,0.2143,True,,,False
within_sentence,the <X> of the <X> .,validation,news,cohere-chat,1.8713,13,0.1857,True,,,False
within_sentence,the <X> of the <X> .,validation,recipes,gpt4,0.7942,11,0.1571,False,,,False
within_sentence,the <X> of the <X> .,validation,recipes,llama-chat,0.8704,10,0.1429,False,,,False
within_sentence,the <X> of the <X> .,validation,recipes,cohere-chat,1.0231,9,0.1286,False,,,False
within_sentence,the <X> of the <X> .,validation,wiki,gpt4,1.0532,26,0.2714,False,,,False
within_sentence,the <X> of the <X> .,validation,wiki,llama-chat,0.8733,17,0.1714,False,,,False
within_sentence,the <X> of the <X> .,validation,wiki,cohere-chat,1.3226,19,0.2429,False,,,False
within_sentence,their <X> and,discovery,abstracts,chatgpt,0.4472,0,0.0,False,,,False
within_sentence,their <X> and,discovery,abstracts,mistral-chat,3.808,4,0.0571,False,,,False
within_sentence,their <X> and,discovery,abstracts,mpt-chat,1.9357,1,0.0143,False,,,False
within_sentence,their <X> and,discovery,books,chatgpt,9.11,53,0.5,True,,,False
within_sentence,their <X> and,discovery,books,mistral-chat,7.1224,46,0.3857,True,,,False
within_sentence,their <X> and,discovery,books,mpt-chat,7.4681,25,0.2571,True,,,False
within_sentence,their <X> and,discovery,news,chatgpt,6.0563,35,0.3714,True,,,False
within_sentence,their <X> and,discovery,news,mistral-chat,5.2211,20,0.1857,True,,,False
within_sentence,their <X> and,discovery,news,mpt-chat,5.3116,15,0.1571,True,,,False
within_sentence,their <X> and,discovery,recipes,chatgpt,0.1283,0,0.0,False,,,False
within_sentence,their <X> and,discovery,recipes,mistral-chat,0.5041,1,0.0143,False,,,False
within_sentence,their <X> and,discovery,recipes,mpt-chat,0.1642,0,0.0,False,,,False
within_sentence,their <X> and,discovery,wiki,chatgpt,7.1628,38,0.3429,True,,,False
within_sentence,their <X> and,discovery,wiki,mistral-chat,3.4126,12,0.1,True,,,False
within_sentence,their <X> and,discovery,wiki,mpt-chat,2.9231,9,0.1143,False,,,False
within_sentence,their <X> and,validation,abstracts,gpt4,4.4413,4,0.0571,False,,,False
within_sentence,their <X> and,validation,abstracts,llama-chat,1.6622,3,0.0429,False,,,False
within_sentence,their <X> and,validation,abstracts,cohere-chat,1.8213,2,0.0286,False,,,False
within_sentence,their <X> and,validation,books,gpt4,4.1817,27,0.3286,True,,,False
within_sentence,their <X> and,validation,books,llama-chat,6.3567,47,0.4286,True,,,False
within_sentence,their <X> and,validation,books,cohere-chat,2.9282,17,0.2,True,,,False
within_sentence,their <X> and,validation,news,gpt4,6.8577,19,0.2286,True,,,False
within_sentence,their <X> and,validation,news,llama-chat,9.5324,22,0.2571,True,,,False
within_sentence,their <X> and,validation,news,cohere-chat,4.9486,8,0.0857,False,,,False
within_sentence,their <X> and,validation,recipes,gpt4,1.761,1,0.0143,False,,,False
within_sentence,their <X> and,validation,recipes,llama-chat,3.5229,2,0.0286,False,,,False
within_sentence,their <X> and,validation,recipes,cohere-chat,2.7463,1,0.0143,False,,,False
within_sentence,their <X> and,validation,wiki,gpt4,1.3711,10,0.1429,False,,,False
within_sentence,their <X> and,validation,wiki,llama-chat,1.7217,10,0.0857,False,,,False
within_sentence,their <X> and,validation,wiki,cohere-chat,1.2257,5,0.0571,False,,,False
within_sentence,to <X> and,discovery,abstracts,chatgpt,1.0196,9,0.1,False,,,False
within_sentence,to <X> and,discovery,abstracts,mistral-chat,1.777,17,0.1571,True,,,False
within_sentence,to <X> and,discovery,abstracts,mpt-chat,2.8649,18,0.2143,True,,,False
within_sentence,to <X> and,discovery,books,chatgpt,1.3906,24,0.3,False,,,False
within_sentence,to <X> and,discovery,books,mistral-chat,2.4763,48,0.4,True,,,False
within_sentence,to <X> and,discovery,books,mpt-chat,1.806,18,0.2429,True,,,False
within_sentence,to <X> and,discovery,news,chatgpt,2.8633,86,0.6286,True,,,False
within_sentence,to <X> and,discovery,news,mistral-chat,2.4956,50,0.4571,True,,,False
within_sentence,to <X> and,discovery,news,mpt-chat,2.2274,33,0.3429,True,,,False
within_sentence,to <X> and,discovery,recipes,chatgpt,0.4536,14,0.1857,False,,,False
within_sentence,to <X> and,discovery,recipes,mistral-chat,0.3074,7,0.1,False,,,False
within_sentence,to <X> and,discovery,recipes,mpt-chat,0.3404,8,0.1143,False,,,False
